ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,soc_sec_id,given_name,surname
3510,Male,24,White,Never-married,Bachelors,United-States,Self-emp-not-inc,Farming-fishing,<=50K,8828523,taylah,rankine
3511,Female,31,Amer-Indian-Eskimo,Married-civ-spouse,Assoc-voc,Mexico,Private,Other-service,<=50K,7883652,madalyn,noble
3512,Male,34,White,Separated,Assoc-acdm,United-States,Private,Craft-repair,<=50K,5320865,aidan,webb
3513,Male,19,White,Never-married,Some-college,United-States,Private,Farming-fishing,<=50K,4402882,jack,green
3514,Male,21,Black,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,7998798,caitlin,bossence
3515,Male,21,White,Married-civ-spouse,10th,United-States,Private,Farming-fishing,<=50K,4201009,isabelle,geraghty
3516,Male,23,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,<=50K,6504363,nogivenname,webb
3517,Male,37,White,Never-married,Some-college,United-States,Federal-gov,Craft-repair,<=50K,9777753,gianni,carrabba
3518,Male,40,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,4349715,ashlie,hanks
3519,Male,57,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K,3180656,zachariah,schmitzer
3520,Male,48,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,3775980,sophie,finlay
3521,Male,24,Asian-Pac-Islander,Married-civ-spouse,11th,Vietnam,Private,Transport-moving,<=50K,7849806,joel,dixon
3522,Male,43,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K,3945815,mitchell,hruby
3523,Female,40,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,3451673,mia,reid
3524,Male,52,White,Married-civ-spouse,Prof-school,United-States,Self-emp-inc,Prof-specialty,>50K,5204352,roberta,laing
3525,Male,49,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K,1592375,sam,reid
3526,Male,45,Amer-Indian-Eskimo,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Exec-managerial,<=50K,1212121,jacob,ditty
3527,Male,62,White,Never-married,HS-grad,United-States,Local-gov,Craft-repair,<=50K,5485654,ruby,ayres
3528,Male,29,White,Married-civ-spouse,Assoc-voc,United-States,Private,Adm-clerical,<=50K,7559482,stephanie,heidrich
3529,Female,49,White,Separated,HS-grad,United-States,Private,Machine-op-inspct,<=50K,1412872,hollie,green
3530,Female,55,Black,Divorced,Some-college,United-States,Federal-gov,Adm-clerical,<=50K,6271964,samir,teal
3531,Male,37,White,Never-married,Bachelors,United-States,Self-emp-inc,Exec-managerial,<=50K,8922410,renee,chandler
3532,Male,43,White,Married-civ-spouse,Bachelors,United-States,State-gov,Adm-clerical,>50K,5550381,paige,paterson
3533,Female,29,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,9247028,ethan,white
3534,Female,44,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K,6050399,abbey,nosurname
3535,Male,28,White,Separated,Some-college,United-States,Private,Tech-support,>50K,6772943,bianca,bishop
3536,Female,38,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K,2933911,bailey,pascoe
3537,Male,45,White,Married-civ-spouse,Assoc-voc,United-States,Private,Sales,>50K,8311385,lachlan,nguyen
3538,Female,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,9173799,makayla,malpas
3539,Male,20,White,Never-married,12th,United-States,Private,Other-service,<=50K,3498158,grace,white
3540,Male,60,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,2692792,cameron,matthews
3541,Female,30,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,3705115,amber,green
3542,Female,51,White,Divorced,Some-college,United-States,Private,Sales,<=50K,9818191,michael,bartel
3543,Female,48,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K,6406097,jessica,michelmore
3544,Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K,5993849,indiana,jeffries
3545,Male,51,Black,Divorced,HS-grad,United-States,Local-gov,Transport-moving,<=50K,5871551,hannah,donaldson
3546,Male,41,White,Married-civ-spouse,Assoc-voc,United-States,Private,Tech-support,>50K,2633944,marlee,boss
3547,Male,50,Black,Married-civ-spouse,HS-grad,United-States,State-gov,Craft-repair,>50K,5561624,jasper,ryan
3548,Female,46,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K,7975425,madison,noyce
3549,Male,54,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,>50K,3973459,brayden,tomney
3550,Male,68,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,>50K,8577794,jaden,jessup
3551,Male,23,White,Never-married,Assoc-acdm,United-States,Self-emp-not-inc,Craft-repair,<=50K,6200753,sara,karlsen
3552,Female,49,White,Never-married,Masters,United-States,Private,Sales,<=50K,4689114,lachlan,ebert
3553,Male,24,White,Married-civ-spouse,10th,United-States,Private,Handlers-cleaners,<=50K,1076510,harrison,hoang
3554,Male,30,Black,Married-civ-spouse,HS-grad,United-States,Local-gov,Protective-serv,<=50K,7893433,brooke,bristow
3555,Male,38,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,1432305,jesse,webb
3556,Female,34,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,3803605,tiarna,white
3557,Male,22,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K,9421400,jake,mccarthy
3558,Male,30,White,Separated,7th-8th,United-States,Private,Handlers-cleaners,<=50K,5111528,sean,gaskin
3559,Male,61,White,Married-civ-spouse,7th-8th,United-States,Private,Transport-moving,<=50K,5532143,gabrielle,richmond
3560,Male,36,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K,4079997,jayden,glass
3561,Male,51,White,Married-civ-spouse,Assoc-voc,United-States,Self-emp-inc,Exec-managerial,<=50K,1725695,joshua,beaty
3562,Female,43,Asian-Pac-Islander,Married-civ-spouse,5th-6th,Vietnam,Private,Machine-op-inspct,>50K,9703540,willow,gowling
3563,Male,54,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Protective-serv,>50K,7276255,zali,shadbolt
3564,Female,63,White,Widowed,HS-grad,United-States,Private,Prof-specialty,<=50K,1618417,andrew,boyle
3565,Male,51,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K,9227304,felicity,white
3566,Male,63,White,Married-civ-spouse,10th,United-States,Self-emp-not-inc,Machine-op-inspct,<=50K,5795586,isaiah,dixon
3567,Male,51,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,>50K,2010323,marleigh,bishop
3568,Female,27,White,Divorced,HS-grad,United-States,Private,Sales,<=50K,6732942,emiily,paterson
3569,Male,35,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Tech-support,>50K,5766734,trinity,spark
3570,Male,46,White,Separated,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,4475335,andrew,reid
3571,Male,53,Black,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,>50K,5588564,kiandra,waller
3572,Male,26,White,Divorced,Some-college,United-States,Federal-gov,Adm-clerical,<=50K,5096835,andrew,madigan
3573,Male,43,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,4099338,jessica,blackwell
3574,Male,39,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K,6115722,toby,quill
3575,Male,50,White,Divorced,HS-grad,United-States,Federal-gov,Prof-specialty,<=50K,3624543,jacob,hewson
3576,Male,54,White,Married-civ-spouse,HS-grad,United-States,Federal-gov,Adm-clerical,>50K,5034488,cooper,geraghty
3577,Female,57,White,Divorced,Some-college,United-States,State-gov,Prof-specialty,<=50K,3133369,crystal,branston
3578,Male,29,White,Never-married,HS-grad,United-States,Local-gov,Other-service,<=50K,9301098,ella,wisby
3579,Male,20,Black,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,5851238,james,crook
3580,Male,53,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,2360230,jayden,white
3581,Male,23,White,Never-married,HS-grad,El-Salvador,Private,Other-service,<=50K,7625458,lia,shelley
3582,Male,69,White,Married-civ-spouse,11th,United-States,Private,Adm-clerical,<=50K,6633337,emiily,allard
3583,Male,56,White,Married-civ-spouse,7th-8th,United-States,Private,Handlers-cleaners,<=50K,5786506,kiana,harrington
3584,Male,53,Black,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,<=50K,1567556,kirrah,cannell
3585,Male,28,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,3444095,zachary,clarke
3586,Male,28,Black,Married-civ-spouse,Bachelors,United-States,Private,Other-service,<=50K,3467697,chelsea,clarke
3587,Male,33,Asian-Pac-Islander,Married-civ-spouse,HS-grad,Taiwan,Self-emp-inc,Exec-managerial,>50K,3972497,kylie,seppelt
3588,Female,48,White,Divorced,HS-grad,United-States,Private,Sales,<=50K,4369787,dominic,woodmansee
3589,Male,61,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,9100106,raquel,lodge
3590,Male,49,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K,6477305,kyle,clarke
3591,Male,48,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K,1038123,chelsea,asher
3592,Male,32,White,Married-civ-spouse,7th-8th,United-States,Private,Craft-repair,<=50K,3550340,luke,ayres
3593,Male,51,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,1613598,dean,wiseman
3594,Male,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,2993599,tristan,blackwell
3595,Male,47,White,Married-civ-spouse,HS-grad,United-States,Private,Prof-specialty,<=50K,6075780,jack,voskulen
3596,Male,25,White,Never-married,Bachelors,United-States,Private,Transport-moving,<=50K,5119507,holly,koteschel
3597,Male,72,Black,Married-civ-spouse,Some-college,United-States,Private,Protective-serv,<=50K,9274478,matthew,gartz
3598,Male,29,White,Divorced,11th,United-States,Private,Craft-repair,<=50K,1167786,samuel,degeorge
3599,Female,22,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,1828218,catherine,newport
3600,Male,57,Black,Married-civ-spouse,HS-grad,England,Private,Other-service,<=50K,2480177,zarran,mcsorley
3601,Male,50,White,Married-civ-spouse,Assoc-acdm,Columbia,Private,Adm-clerical,<=50K,8136092,samuel,nowers
3602,Male,45,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Sales,<=50K,1751137,ryley,colombini
3603,Male,52,White,Divorced,Some-college,United-States,Private,Prof-specialty,>50K,5866707,alessandra,mcneill
3604,Male,53,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,2491252,lucy,bickerstaffe
3605,Male,36,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,9877542,nathan,paterson
3606,Male,46,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K,9875041,emiily,zeck
3607,Female,20,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,9338356,lawson,brooker
3608,Male,75,Black,Widowed,5th-6th,United-States,Private,Other-service,<=50K,2158184,pace,berry
3609,Male,32,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Craft-repair,>50K,4867858,kieren,green
3610,Male,28,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,4212518,jye,blake
3611,Female,53,White,Divorced,Masters,United-States,Private,Prof-specialty,<=50K,4243167,gabriel,vigneswaran
3612,Female,17,White,Never-married,11th,United-States,Private,Sales,<=50K,2929679,grace,mcvicar
3613,Female,46,White,Divorced,Assoc-voc,United-States,State-gov,Adm-clerical,<=50K,8216119,macy,beaty
3614,Female,39,White,Separated,Assoc-acdm,United-States,Private,Prof-specialty,<=50K,5071393,juliana,clarke
3615,Male,38,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K,7635289,jessica,boyes
3616,Male,36,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,2143157,mikaela,webb
3617,Female,63,Black,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,<=50K,7279575,brendan,whillas
3618,Male,28,White,Married-civ-spouse,1st-4th,Mexico,Private,Machine-op-inspct,<=50K,8734370,cooper,rovira
3619,Female,49,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,5276236,taylor,weaver
3620,Male,43,White,Married-civ-spouse,Some-college,Mexico,Private,Machine-op-inspct,<=50K,7068400,thomas,hunting
3621,Male,38,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,7111279,julia,jolly
3622,Male,39,White,Never-married,HS-grad,England,Private,Tech-support,<=50K,7729416,dakota,brokenshire
3623,Male,40,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K,7285543,nogivenname,clarke
3624,Male,24,White,Never-married,Bachelors,United-States,Federal-gov,Prof-specialty,<=50K,4309035,chloe,ryan
3625,Male,30,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,>50K,5159705,reganne,mcveigh
3626,Male,44,Black,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,<=50K,9945787,ned,hamblin
3627,Male,40,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,2009434,jordan,berry
3628,Female,30,White,Never-married,HS-grad,Puerto-Rico,Private,Machine-op-inspct,<=50K,6581103,evan,kranz
3629,Female,42,White,Divorced,Masters,United-States,Private,Prof-specialty,<=50K,4120890,gabriel,is
3630,Female,52,White,Divorced,Assoc-voc,United-States,Self-emp-not-inc,Prof-specialty,<=50K,6015647,lily,berry
3631,Male,42,Black,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K,2857093,christian,la rance
3632,Male,39,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K,9150558,jasper,kuiters
3633,Male,43,White,Divorced,Some-college,United-States,Private,Prof-specialty,<=50K,2530021,tori,reid
3634,Male,62,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,6246735,jack,rulfs
3635,Male,30,White,Married-civ-spouse,Assoc-voc,England,Private,Craft-repair,<=50K,4827713,kirrah,southwood
3636,Male,39,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,2564677,polly,perin
3637,Female,41,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,9870170,mitchell,les
3638,Female,49,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K,6848520,taylor,bevis
3639,Male,25,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,<=50K,2374689,lucas,thorpe
3640,Male,48,White,Married-civ-spouse,11th,United-States,Private,Transport-moving,<=50K,9904441,kaitlin,nosurname
3641,Male,44,White,Never-married,Bachelors,United-States,State-gov,Adm-clerical,<=50K,7188217,isabella,coleman
3642,Male,36,White,Divorced,9th,United-States,Private,Handlers-cleaners,<=50K,9508953,braiden,chandler
3643,Male,40,White,Never-married,HS-grad,Ireland,Private,Handlers-cleaners,<=50K,2399236,michael,morden
3644,Female,21,Black,Never-married,HS-grad,Jamaica,Private,Adm-clerical,<=50K,3821555,joshua,white
3645,Female,41,White,Separated,Some-college,United-States,Private,Adm-clerical,<=50K,9425976,matthew,apted
3646,Female,24,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,3831376,jasmine,blake
3647,Male,67,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K,2526000,naomi,ryan
3648,Male,24,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,1191867,konstantinos,morrison
3649,Male,50,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Sales,<=50K,3617186,kalli,froscio
3650,Male,48,White,Divorced,Masters,United-States,Private,Sales,<=50K,6718271,nogivenname,clarke
3651,Male,29,White,Never-married,HS-grad,Ecuador,Private,Machine-op-inspct,<=50K,8465469,adam,gilbertson
3652,Female,50,White,Divorced,Bachelors,Ireland,Private,Prof-specialty,<=50K,3688640,emiily,rankine
3653,Male,64,White,Married-civ-spouse,10th,United-States,State-gov,Exec-managerial,>50K,8753102,joshua,mason
3654,Male,49,Black,Divorced,9th,United-States,Private,Other-service,<=50K,4236077,joselyn,moody
3655,Male,20,Black,Never-married,HS-grad,United-States,Private,Other-service,<=50K,4660218,dominic,papageorgiou
3656,Female,30,White,Separated,HS-grad,United-States,Private,Adm-clerical,<=50K,3997984,jemima,belperio
3657,Male,37,Asian-Pac-Islander,Married-civ-spouse,Bachelors,China,Private,Other-service,<=50K,4846207,gianni,white
3658,Male,52,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,>50K,4988954,april,snell
3659,Male,22,White,Never-married,Some-college,United-States,Private,Protective-serv,<=50K,3575462,connor,kibby
3660,Male,19,White,Never-married,Some-college,United-States,State-gov,Adm-clerical,<=50K,1305791,chelsea,clarke
3661,Male,52,White,Divorced,HS-grad,United-States,Private,Craft-repair,>50K,9492508,natassia,horsley
3662,Female,42,Asian-Pac-Islander,Married-spouse-absent,Bachelors,United-States,Private,Tech-support,<=50K,4013988,owen,green
3663,Female,35,White,Separated,HS-grad,United-States,Private,Exec-managerial,<=50K,4702512,isabella,jessup
3664,Female,27,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,5004753,sean,hewson
3665,Female,54,Black,Never-married,HS-grad,United-States,State-gov,Other-service,<=50K,9438920,nicholas,commons
3666,Male,37,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,4521571,dylan,herbert
3667,Male,37,White,Married-civ-spouse,10th,United-States,Private,Transport-moving,<=50K,7732220,aliza,white
3668,Male,28,White,Married-civ-spouse,7th-8th,United-States,Private,Craft-repair,<=50K,9669484,heath,tao
3669,Male,63,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,4072887,joshua,wardle
3670,Male,19,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,1734947,cambell,croker
3671,Female,28,White,Never-married,Bachelors,United-States,Private,Sales,<=50K,9227124,kai,hobson
3672,Female,44,White,Never-married,Prof-school,United-States,Private,Prof-specialty,>50K,1538637,emma,copperstone
3673,Male,31,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K,8834013,kiera,lowe
3674,Female,64,White,Divorced,HS-grad,United-States,Private,Priv-house-serv,<=50K,6674665,christopher,frew
3675,Male,40,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,>50K,5567119,mitchell,dunnicliff
3676,Female,59,White,Divorced,Assoc-acdm,United-States,Local-gov,Prof-specialty,<=50K,7137052,timothy,kinter
3677,Female,22,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,7276846,taylah,reid
3678,Female,40,White,Never-married,Some-college,United-States,Private,Sales,<=50K,4118529,kane,reid
3679,Male,35,White,Married-civ-spouse,7th-8th,Mexico,Private,Handlers-cleaners,<=50K,3048660,jasper,herbert
3680,Female,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,4498530,dale,sherriff
3681,Male,35,White,Never-married,HS-grad,United-States,Local-gov,Protective-serv,<=50K,7238727,aaron,baohm
3682,Male,28,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K,7941748,james,de chellis
3683,Male,28,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K,4744397,tiahnee,moody
3684,Male,25,White,Never-married,Assoc-acdm,United-States,Self-emp-inc,Sales,<=50K,5857843,james,ryan
3685,Female,37,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K,8444455,brodee,millar
3686,Female,31,White,Divorced,Assoc-voc,United-States,Private,Sales,<=50K,4637182,reuben,sette
3687,Female,41,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,8994352,lily,webb
3688,Male,31,White,Married-civ-spouse,10th,United-States,Private,Tech-support,>50K,5173073,lachlan,lanyon
3689,Male,44,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,6637994,portia,coumans
3690,Male,20,Black,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K,4113226,nogivenname,mason
3691,Male,57,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K,4042276,shantal,hewson
3692,Female,26,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K,8743474,mia,ryan
3693,Male,44,White,Married-civ-spouse,HS-grad,Greece,Self-emp-inc,Exec-managerial,<=50K,1119288,connor,carbone
3694,Male,29,White,Never-married,HS-grad,United-States,Local-gov,Protective-serv,<=50K,8143187,reeve,michelmore
3695,Male,36,White,Married-civ-spouse,HS-grad,United-States,Private,Prof-specialty,>50K,1377013,samuel,bullock
3696,Male,40,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,>50K,5540986,melinda,tuckwell
3697,Male,21,Black,Never-married,Assoc-acdm,Jamaica,Private,Other-service,<=50K,2569822,beau,dallas
3698,Male,21,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K,3997416,damien,finlay
3699,Male,34,White,Separated,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,>50K,9131364,tara,riding
3700,Female,24,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,3342200,shantal,novak
3701,Female,28,White,Divorced,10th,United-States,Private,Other-service,<=50K,7753298,mitchell,campbell
3702,Male,35,White,Separated,HS-grad,United-States,Private,Transport-moving,<=50K,7704327,chloe,lamacka
3703,Male,35,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K,1722390,madeline,spicer
3704,Female,38,White,Never-married,Bachelors,United-States,State-gov,Exec-managerial,<=50K,5963506,darcy,paterson
3705,Female,44,Black,Divorced,HS-grad,United-States,Federal-gov,Adm-clerical,<=50K,8363677,brody,stearnes
3706,Female,39,White,Married-civ-spouse,Bachelors,Poland,Private,Handlers-cleaners,>50K,7912588,joshua,leaver
3707,Female,57,White,Divorced,HS-grad,United-States,Local-gov,Other-service,<=50K,1854713,jordan,lahz
3708,Female,19,White,Never-married,Some-college,United-States,Private,Sales,<=50K,1267406,matthew,green
3709,Male,29,White,Married-civ-spouse,Assoc-voc,United-States,Private,Machine-op-inspct,<=50K,5165691,india,nicoll
3710,Male,23,Black,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,9452510,mhary,siemon
3711,Female,50,White,Widowed,HS-grad,United-States,Private,Other-service,<=50K,6247312,jack,lowe
3712,Male,51,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Craft-repair,<=50K,5103849,hayden,tabrett
3713,Male,28,Amer-Indian-Eskimo,Divorced,Assoc-voc,United-States,Private,Craft-repair,<=50K,3058669,nogivenname,colquhoun
3714,Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,4009274,cain,berry
3715,Male,29,Black,Never-married,Bachelors,United-States,Self-emp-not-inc,Prof-specialty,<=50K,9427822,jenna,ryan
3716,Male,31,White,Divorced,HS-grad,United-States,Private,Transport-moving,<=50K,8601970,jye,marlow
3717,Male,27,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,>50K,3135420,paris,coulson
3718,Male,34,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K,9920487,zoe,szepessy
3719,Male,50,Asian-Pac-Islander,Married-civ-spouse,Prof-school,Philippines,Self-emp-inc,Prof-specialty,>50K,3095270,lochlan,pendergrast
3720,Male,27,White,Married-civ-spouse,Some-college,United-States,Private,Handlers-cleaners,>50K,6789617,tiarna,chestnut
3721,Female,31,Black,Never-married,Assoc-voc,United-States,Private,Adm-clerical,<=50K,2292149,ashleigh,matthews
3722,Male,46,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Craft-repair,>50K,1203301,kirra,watkin
3723,Female,39,Asian-Pac-Islander,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,2024248,beth,webb
3724,Male,40,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K,3676482,portia,lette
3725,Male,28,White,Divorced,11th,United-States,Private,Sales,<=50K,7982044,georgia,goode
3726,Female,18,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,6156712,cassidy,morrison
3727,Female,51,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K,3594609,bethany,finlay
3728,Male,58,White,Divorced,HS-grad,United-States,Self-emp-inc,Sales,<=50K,6421301,harley,paepke
3729,Male,66,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,6853014,jacinta,lomman
3730,Female,36,Asian-Pac-Islander,Married-civ-spouse,HS-grad,South,Self-emp-not-inc,Other-service,<=50K,4661674,jack,michalatos
3731,Female,38,White,Divorced,11th,United-States,Private,Handlers-cleaners,<=50K,9251852,tabitha,weetra
3732,Male,25,White,Never-married,Assoc-acdm,United-States,Private,Exec-managerial,<=50K,4129781,harrison,herbert
3733,Female,25,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,3058210,joshua,lock
3734,Male,90,White,Never-married,11th,United-States,Private,Handlers-cleaners,<=50K,3258771,lucy,rees
3735,Female,41,White,Divorced,Some-college,United-States,Local-gov,Adm-clerical,<=50K,4201581,garth,echevarria
3736,Female,33,White,Divorced,Bachelors,Germany,Private,Prof-specialty,<=50K,6702216,keaton,webb
3737,Female,33,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K,1830121,kaleb,george
3738,Male,35,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,6013061,luke,mahony
3739,Female,39,Black,Never-married,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,2158120,sean,siviour
3740,Male,59,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,5885583,jacob,haren
3741,Male,19,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K,8233098,zara,mason
3742,Male,39,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,8528296,tara,cother
3743,Female,27,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,8644024,chloe,radinger
3744,Male,52,White,Married-civ-spouse,7th-8th,United-States,Private,Craft-repair,<=50K,3648623,erin,delacy
3745,Female,59,White,Divorced,HS-grad,United-States,Self-emp-not-inc,Other-service,<=50K,7364984,jake,nelsen
3746,Female,28,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K,8727631,amy,noble
3747,Female,37,White,Divorced,HS-grad,Peru,Private,Other-service,<=50K,8255871,casey,hearn
3748,Male,36,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,3711823,ashleigh,matthews
3749,Male,34,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K,7072281,jake,mcneill
3750,Male,23,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K,3818853,jade,stanley
3751,Male,33,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K,2715828,lucas,tiller
3752,Male,27,White,Never-married,Masters,United-States,Local-gov,Prof-specialty,<=50K,3125264,charles,sarny
3753,Male,31,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,<=50K,1900307,jaiden,ferris
3754,Male,21,White,Married-civ-spouse,10th,United-States,Private,Machine-op-inspct,<=50K,9535357,montana,blake
3755,Male,31,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K,3670653,thomas,manson
3756,Male,59,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,>50K,9732798,ryan,campbell
3757,Male,40,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,>50K,8703977,zack,brock
3758,Male,19,White,Never-married,11th,United-States,Private,Handlers-cleaners,<=50K,4831404,dylan,beal
3759,Male,47,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,9133348,madeline,jolly
3760,Male,34,White,Never-married,Bachelors,United-States,Private,Craft-repair,<=50K,3511629,karla,wilkins
