ID,sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id
4829,Male,23,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Transport-moving,<=50K,andrew,stkoes,241,helemon xstreet,roma downs,woollahra,2650,qdl,6717345
4830,Male,57,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,benjamin,mcguirk,921,elsey street,harbison homes,claymore,4878,nsw,7644781
4831,Female,22,White,Never-married,Bachelors,United-States,State-gov,Prof-specialty,<=50K,makinoxy,ohanlon,36,rees place,noaddresstwo,narioma,2905,nostate,1128047
4832,Male,59,White,Married-civ-spouse,9th,United-States,Private,Transport-moving,>50K,jade,gibson,67,fenner street,noaddresstwo,lilydale,2259,sa,5067783
4833,Male,38,White,Divorced,HS-grad,United-States,Private,Transport-moving,<=50K,isabella,jones,29,roope close,noaddresstwo,rosedale,2877,sa,7083524
4834,Male,20,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,znae,nesly,10,almon greet,noaddesstwo,goulburn,2344,vic,9062571
4835,Female,90,White,Never-married,9th,United-States,Private,Adm-clerical,<=50K,coj,ganllarky,83,basedow otreet,noaddresstwo,sea lake,4039,nostate,6891400
4836,Male,35,White,Married-civ-spouse,Assoc-voc,United-States,Private,Sales,<=50K,riley,rootes,9,piman crescent,northbridge prk,coogee,4169,nosttae,2956952
4837,Male,50,White,Married-civ-spouse,HS-grad,United-States,Private,Protective-serv,>50K,emmerson,zidov,8,mccarhy road,noaddresstwo,mount samson,2154,nsotate,2887638
4838,Male,45,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K,chelvla,jarmvis,73,antis street,amitchell downs,winstofn hills,3951,viqc,4830692
4839,Male,44,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K,ruh,nu,9,street cuylack,noaddresstwo,tamworth,2117,nss,8119434
4840,Male,23,White,Never-married,Assoc-acdm,United-States,Private,Prof-specialty,<=50K,tarshya,dryburgh,47,rosson place,greenbank,wamuran,2480,vic,6969524
4841,Male,34,White,Married-civ-spouse,11th,Mexico,Private,Handlers-cleaners,<=50K,daniel,gosper,51,notting court,queens college,lane cove,3043,vic,3256398
4842,Female,23,White,Divorced,Bachelors,United-States,Self-emp-inc,Sales,<=50K,branofn,wallace,9,noaddressnoe,noaddrestwo,east aifland,6120,vic,1554025
4843,Male,39,White,Married-civ-spouse,Some-college,United-States,State-gov,Protective-serv,<=50K,samara,hall,1,sherwood circuit,banksia park,thorneside,3550,sa,7976292
4844,Male,19,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K,nogivenname,heald,44,clive steele avenue,noaddresstwo,bermagui,2207,qo,8712013
4845,Male,54,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K,nogievnname,bufns,32,letters street,noaddrsestwo,grovedalae,4306,owi,6400851
4846,Male,40,White,Divorced,Masters,United-States,Private,Prof-specialty,<=50K,raym,mullins,46,murchisonnsjtreet,camrura,hampton east,3550,qld,1662499
4847,Male,44,White,Never-married,Some-college,United-States,Private,Sales,<=50K,laueen,llpyfe,738,sternberg creicent,noaddresstwo,emerald,6155,nsw,4455273
4848,Female,31,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Adm-clerical,>50K,te,gardner,15,martleyi circuit,noaddresstwo,palm bewch,3179,sa,6678240
4849,Male,25,White,Separated,9th,El-Salvador,Private,Handlers-cleaners,<=50K,aies,lamont,18,marrett street,noaddresstwo,chermside west,3035,vicg,2392150
4850,Female,33,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,mai,crowe,7,nottinftcurt,gullemgbtta,singleton heights,5251,vic,6396659
4851,Male,32,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,michaela,burke,15,noaddressone,noaddresstwo,gerogry,5417,nsw,4355321
4852,Male,36,White,Married-civ-spouse,10th,United-States,Private,Machine-op-inspct,<=50K,ridalet,polladrd,0,bungonia jstrreet,nnoaddresstwo,gaven,7330,nsw,3543787
4853,Male,47,Other,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Prof-specialty,>50K,nogivennamem,buvka,15,noaddressoen,woodlands,geroegry,5417,nsw,6145754
4854,Female,80,White,Widowed,Masters,United-States,Private,Prof-specialty,<=50K,alex,gun,1,salsola street,noaddresstwo,mount heena,2216,ql,7776569
4855,Female,21,White,Never-married,Some-college,United-States,Private,Sales,<=50K,lachlan-john,arnold,16,sundew crescent,pinevale,calwell,3121,nsw,5585229
4856,Male,35,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K,lela,remiann,134,naden place,oaddresstwo,tamworth,2560,sa,2273020
4857,Male,30,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,john,davis,46,booroondara street,noaddresstwo,epping,3143,nsw,4256146
4858,Male,49,White,Married-civ-spouse,7th-8th,United-States,Private,Handlers-cleaners,<=50K,sophie,oates,14,pogney place,aulohn,paradise,2041,vic,2192723
4859,Female,33,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,macormack,dusi,12,winser crescent,peppertree farm,umina,3071,qld,9606382
4860,Male,53,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K,nogivenname,nousrname,127,augustucy close,noaddresstwo,newcapalte,6057,nostfate,7633941
4861,Male,41,White,Divorced,HS-grad,United-States,Private,Handlers-cleaners,<=50K,alexandra,granger,14,yiman street,noaddresstwo,reservoir,2448,wa,9964254
4862,Male,57,White,Married-civ-spouse,Bachelors,Poland,Private,Machine-op-inspct,>50K,mwi,baryb r,19,place scoxie,noaddresstwo,montmorency,2280,vig,6595298
4863,Female,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,joe,wadr,18,bridgedrrweet,noaddresstwo,horwsah,3042,nsw,4959591
4864,Female,28,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,nogivenname,hill,31,noaddressone,noaddresstwo,launceston,7179,sa,9941680
4865,Male,42,White,Divorced,Masters,United-States,Federal-gov,Adm-clerical,<=50K,liam,hutchihson,47,bennelonceescent,howqua inlet,sydney,2795,qld,8855425
4866,Male,29,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K,gianni,nosurname,50,inglis place,sugarland garden,haberfield,4115,nsw,6989350
4867,Male,26,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,oliver,grant,24,roseberyi street,naddresstwo,horsham,3190,qldz,8630513
4868,Female,40,White,Divorced,Some-college,United-States,Private,Exec-managerial,<=50K,courntey,fitzkohn,94,jerrabomberr avenue,henry kendall village,moe,5355,nsw,8236809
4869,Male,36,White,Never-married,Doctorate,United-States,Self-emp-not-inc,Prof-specialty,>50K,sam,piilog,85,kingham place,noaddresstwo,toukhey,2990,vic,3687608
4870,Male,28,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K,cahrlotte,chaavan,10,holyman steret,henry kendall hostel,mooroopna,2575,vitc,1437913
4871,Female,25,Black,Never-married,Bachelors,United-States,Self-emp-not-inc,Adm-clerical,<=50K,benjamin,loeser,2,badimara street,kinkella,clare,2120,nsw,1764307
4872,Male,42,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K,timothy,ikin,10,bowling place,warburton,chester hill,2605,vic,3607519
4873,Male,32,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,nathan,juers,5,john ncrescets cleland,emohruo,ainslike,2747,wa,2184021
4874,Male,32,White,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,elal,norton,0,marrett street,noaddresstwo,manyky,2749,vic,6159233
4875,Male,37,White,Married-civ-spouse,5th-6th,United-States,Private,Craft-repair,<=50K,alicia,morton,26,cooks rsreet,noaddresstwo,northdfemad,3638,qd,8292167
4876,Male,39,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Protective-serv,<=50K,nathan,juers,5,john clelajr crescent,noaddresstwo,ainskloe,2744,wa,2148202
4877,Male,49,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,<=50K,eliza,english,32,birdwood street,buckenbah,caves beach,5097,qld,5440166
4878,Female,19,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,emerhjon,dowing,79,muir clde,noaddresstwo,scarborough,2109,qld,4024457
4879,Male,31,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,oliver,draper,18,blamey crescent,cherokee,clayton,2176,nsw,4720762
4880,Female,40,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K,kiia,nosurname,46,learmon th drive,noaddresstwo,doubleview,3204,nostate,3403917
4881,Male,29,White,Never-married,7th-8th,Mexico,Private,Handlers-cleaners,<=50K,nogivenname,burns,62,letters street,forum complex,grovedale,0nan,nostate,6405018
4882,Male,59,White,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,<=50K,gregory,hics,12,poort jackson circuit,noaddresstwo,banktsown,4121,nostate,3302850
4883,Male,52,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Protective-serv,>50K,fischcr,phoend,3,jandamarra street,noaddresstwo,uralla,4566,wa,7956622
4884,Male,27,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K,renai,msyq,5,lava p lace,noaddresstwo,caloundra,4214,nostate,4817641
4885,Male,45,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,>50K,taliah,lewis,68,newman crescent,noaddresstwo,mount gravatt,2099,nsw,5648480
4886,Male,58,Asian-Pac-Islander,Married-civ-spouse,Bachelors,South,Private,Other-service,<=50K,charlotte,klely,40,garrard street,ellevale,ollingwood,2114,vic,7046403
4887,Male,53,White,Never-married,Bachelors,Cuba,Private,Exec-managerial,<=50K,mia,hay,33,burdekin avenue,idamere,beaumont,2609,nsw,9555722
4888,Male,23,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,madison,pawlisz,17,macpherson street,noaddresstwo,st ives,2850,nostate,7676452
4889,Male,35,White,Divorced,11th,United-States,Private,Handlers-cleaners,<=50K,charlotte,lack,35,torrens street,old argyle square,toowoomba,6050,nsw,1330996
4890,Male,49,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K,erin,macdonald,37,salsola street,noaddresstwo,mount melville,2780,qld,9548546
4891,Female,49,White,Divorced,Assoc-acdm,United-States,Private,Exec-managerial,<=50K,sachin,kopcs,42,strangways street,noaddresstwo,bexley,2206,vic,3371992
4892,Male,25,White,Never-married,12th,United-States,Private,Craft-repair,<=50K,rob,led,7,pimpampa close,noaddresstwo,crekor,2194,ic,9739116
4893,Female,47,White,Divorced,Masters,United-States,Private,Prof-specialty,>50K,daniele,nosurname,12,noala street,noaddresstwo,nortxote,5504,nsw,5942584
4894,Female,28,White,Divorced,Assoc-acdm,United-States,Private,Adm-clerical,<=50K,newson,eri,20,nambir court,noaddresstwo,alexncadria,2604,vic,7801219
4895,Female,20,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K,charlotte,jones,98,box hill avenue,noaddresstwo,port kembla,2153,vic,1572266
4896,Male,19,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K,ngoivenname,rolxsi,30,arthur ircle,noaddresswo,blacpkwn,3136,qld,1688501
4897,Male,28,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,benjaon,steart,58,bennelong crescent,grassey mountain,eden hill,2602,nsw,2371422
4898,Female,31,Black,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K,lucvs,carlton,52,maccallum circuit,noaddresstwo,ryd,2081,nostate,8968690
4899,Male,30,White,Married-civ-spouse,Assoc-voc,United-States,Private,Handlers-cleaners,<=50K,ruby,hignett,3,maribyrnong avenue,noaddresstwo,clayton south,2477,nsw,4649356
4900,Male,23,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K,sophie,mroris,106,molonglo mall,nozaddresstwo,bundoora,4271,nsdw,5728560
4901,Female,25,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,paige,draper,16,jondol place,noaddresstwo,joondalup,2204,qld,9465930
4902,Male,19,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K,wallace,branwln,90,noaddressone,wyamah,east maitland,6235,vic,1554025
4903,Male,30,White,Never-married,Masters,United-States,Private,Prof-specialty,>50K,jacksan,niema,0,nelson plwce,noaddresstwo,maroochydore,3730,qls,1267259
4904,Male,26,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K,robert,esa,3,bimberi crescent,trevally hills,manning,2541,nostate,9158102
4905,Male,34,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Transport-moving,<=50K,kyle,spromk,41,city walk,noaddresstwo,mittagong,3012,nostate,6521671
4906,Female,49,Black,Divorced,Bachelors,United-States,Private,Exec-managerial,<=50K,jenifer,nsourname,9,monaro crescent,noaddresstwo,surfers paradise,2484,nskw,8790822
4907,Male,35,White,Married-civ-spouse,Some-college,United-States,Private,Handlers-cleaners,<=50K,jdale,cowan,25,woronora street,rasmay,goondgiwindi,2148,tas,2128628
4908,Female,38,White,Never-married,HS-grad,United-States,Private,Sales,<=50K,bayden,tira,19,white crescent,noaddresstwo,flagstaff hill,4555,vic,8292169
4909,Male,36,Black,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K,sampe,saj,81,dunstan street,noaddresstwo,bondi beach,3134,ns,5130496
4910,Male,33,Amer-Indian-Eskimo,Married-civ-spouse,HS-grad,United-States,Private,Prof-specialty,>50K,stelio,baurochse,441,noaddessone,groveview,otowoomba,3071,nseo,2703431
4911,Female,54,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,kia,err,14,denny street,noadresstwo,edgeworth,2430,nsw,9445103
4912,Male,19,White,Never-married,HS-grad,United-States,Local-gov,Craft-repair,<=50K,james,hanson,30,brereton street,noaddresstwo,south melbourne,2761,nsw,4275335
4913,Male,60,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,blake,fulle,90,maranboy street,nowa mall,mansfielzd,4210,qld,9177686
4914,Male,28,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K,jake,penglase,33,phillimore place,noaddresstwo,moranbah,5127,nsw,9142409
4915,Male,43,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K,shane,crisp,6,newman morris circuit,noaddresstwo,sunshine,2164,vic,3539294
4916,Male,49,White,Married-civ-spouse,5th-6th,United-States,Local-gov,Other-service,<=50K,cassandra,winbrow,38,carbeen street,noaddresstwo,mermaid beach,3805,qld,1992648
4917,Male,25,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,benhie,petkciris,3,wentworth avenue,noaddresstwo,carimdalpe,2416,nostate,2074054
4918,Male,17,White,Never-married,10th,United-States,Private,Sales,<=50K,chelsea,hillt,0,throssell street,noaddresstwo,wamarl,3496,nostate,7301665
4919,Male,41,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Sales,>50K,lily,freemantle,2,manifold place,raymond island,rowville,2486,vic,4112375
4920,Male,30,Black,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,<=50K,eily,stimon,7,namatjira drive,noaddresstwo,nosuburb,2731,wa,5206706
4921,Male,90,White,Married-civ-spouse,Masters,United-States,Local-gov,Exec-managerial,>50K,harrison,groen,10,ainslie avenue,raintree farm,merewether,6018,qld,7036837
4922,Male,25,White,Never-married,HS-grad,United-States,Private,Protective-serv,<=50K,natalia,charlezsepn,109,foottrsotreet,noaddresstwo,cobrg,3160,nostate,2068884
4923,Male,27,White,Married-civ-spouse,Assoc-voc,United-States,Private,Sales,<=50K,michael,cook,196,carrutherwlstreet,noaddresstwo,rochedle,4077,qld,4592426
4924,Male,29,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K,megan,morone,4,weld street,noaddresstwo,bordertownd,2480,sa,2160697
4925,Female,31,Black,Never-married,Bachelors,United-States,Federal-gov,Exec-managerial,<=50K,lukas,yeu g,82,burns cdkecuit,noaddresstwo,blayey,2250,vic,4283437
4926,Male,43,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,<=50K,jacqueline,leo,19,de little circuit,noaddresstwo,rockhampton,2030,sa,3131763
4927,Female,63,White,Separated,Masters,United-States,Private,Prof-specialty,>50K,laura,sushame,74,purbrick street,noaddresstwo,ingleaburn,7010,qld,9079331
4928,Male,46,White,Married-civ-spouse,7th-8th,United-States,Private,Transport-moving,<=50K,josah,tirll,52,arthu rcircle,noaddresstwo,mout gur,4122,ic,5934980
4929,Male,59,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K,lara,weir,5,wassell place,noaddresstwo,windsor gardens,7008,vic,2037751
4930,Female,42,Black,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,lauren,ohaiher,0,bizant xrreet,trumalon,hove,6502,vioc,7983911
4931,Female,26,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,emiitl,nosurname,65,larakia sreet,noaddresstwo,pendleh ill,7000,qld,9336254
4932,Male,26,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K,tia,mander,3,bettington circuit,noaddresstwo,buderim,3214,nsw,1276547
4933,Male,61,White,Divorced,9th,Puerto-Rico,Private,Handlers-cleaners,>50K,amelie,malneu,222,charlton crescent,yarhanlea,mount fpoeasant,2463,qld,9080812
4934,Male,23,White,Married-civ-spouse,HS-grad,United-States,State-gov,Exec-managerial,<=50K,kynan,ernest,43,batman street,dowan downs,dandenong,3155,vic,4471527
4935,Female,24,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K,joshua,bastian,10,haystack crescent,noaddresstwo,fairlight,2250,qld,7217894
4936,Male,35,White,Divorced,Bachelors,Germany,Private,Tech-support,>50K,sam,mayes,43,whalan place,noaddresstwo,keilor downs,2073,vic,5177530
4937,Male,42,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K,mark,brumby,4,buggy crescent,noaddresstwo,clayton south,2257,vic,3842258
4938,Female,31,White,Divorced,12th,United-States,Private,Other-service,<=50K,chloe,goss,238,kirkwood crescent,recdwood vlge,bundoroa,2321,wa,7498241
4939,Female,31,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,andrd,nazzbaei,1,noaddressone,rhodes,north t amborine,7320,vic,3203137
4940,Female,63,White,Widowed,Bachelors,United-States,Private,Adm-clerical,<=50K,bradley,leak,6,kirkwood crescent,noaddresstwo,camden park,2340,wa,2818918
4941,Female,29,White,Never-married,Assoc-voc,United-States,State-gov,Tech-support,<=50K,bradley,bain,0,dunstan street,noaddresstwo,doreen,3766,qld,9023115
4942,Male,43,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,<=50K,hannah,fisher,8,brierly street,karjbullah,congupnpa,6532,ivc,4823686
4943,Female,22,Asian-Pac-Islander,Never-married,Bachelors,Vietnam,Private,Adm-clerical,<=50K,zane,neall,10,salmond street,noaddresstwo,goulb tgurn,2354,vjw,9062571
4944,Male,17,White,Never-married,11th,United-States,Private,Other-service,<=50K,shelbep,guencc,42,bunbury street,noaddresstwo,waroyna,2138,vic,8044171
4945,Male,23,White,Never-married,Bachelors,United-States,Self-emp-not-inc,Adm-clerical,>50K,vnoah,vimrgo,158,larakia streeet,irongate,forster keys,4223,nsw,4370620
4946,Male,35,White,Divorced,9th,United-States,Private,Craft-repair,<=50K,daniel,harridon,2644,noaddressone,noaddresstwo,northfield,2688,nostate,4781540
4947,Female,32,Other,Divorced,HS-grad,United-States,Private,Other-service,<=50K,zachary,ahmed,12,jalanga crescent,raaf sale east,clayfield,5044,nsw,5128838
4948,Male,50,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Exec-managerial,>50K,emiily,vinctnr,60,larakia atreet,noaddresstwo,pendle chill,7000,qld,9323653
4949,Female,26,White,Married-spouse-absent,Masters,United-States,Local-gov,Prof-specialty,<=50K,joshua,lauer,61,bugden avenue,noaddresstwo,woodberry,2200,nsw,6829024
4950,Male,32,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K,emiily,lawrie,11,namatjira drive,crestwood,bankstown,2094,qld,3304242
4951,Male,29,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,<=50K,lauren,nosurname,227,springvaesrive,noaddresstwo,floreat,4052,qld,7140730
4952,Male,57,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,>50K,reubwn,healy,17,badimara street,noaddresstwo,naracoorte,2716,nsw,8651217
4953,Male,90,Black,Never-married,Masters,United-States,Private,Exec-managerial,>50K,thomas,efinger,11,carr crescent,noaddresstwo,mundingburra,6152,vic,5658218
4954,Female,35,White,Divorced,Assoc-voc,United-States,Private,Prof-specialty,>50K,carmen,pires,2,tullaroop street,noaddresstwo,nosuburb,2680,nostate,1869469
4955,Male,31,Black,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Sales,>50K,ava,perry,1,carlile street,wollartukkee,woolloongabba,4074,nsw,9149257
4956,Female,60,White,Divorced,HS-grad,United-States,Private,Sales,<=50K,nogivenname,blake,7,namatjira drive,osgodby hse,carey bay,4116,wa,8263441
4957,Female,21,White,Married-civ-spouse,Assoc-voc,United-States,Private,Adm-clerical,<=50K,matthew,hercus,139,ogden close,walton way townhouses,mackay,2026,nsw,3763250
4958,Female,71,White,Widowed,Masters,United-States,Local-gov,Prof-specialty,<=50K,deakin,staehr,3,airey cresvent,cooloola village,yarrawonga,2256,nsw,1816149
4959,Male,22,White,Never-married,Assoc-voc,United-States,Private,Other-service,<=50K,sophie,moore,0,bougainville street,shopping plaza,monash,2170,nostate,9466429
4960,Female,50,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,<=50K,ellie,long,14,chalker circuit,noaddresstwo,bell park,4210,nsw,6344900
4961,Male,37,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K,teagan,kernich,22,halley street,noaddresstwo,waroona,4078,vic,6433029
4962,Female,23,Asian-Pac-Islander,Never-married,HS-grad,Vietnam,Private,Adm-clerical,<=50K,madkson,holnpte,15,gundulu place,noaddresstwo,carngeie,4201,nsw,9521029
4963,Male,74,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K,imogen,lintern,17,blackham street,cobaki broadwater village,wamboin,4069,nsw,2823543
4964,Male,67,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K,dylsj,danx,292,osburn drive,noaddresstwo,warana,3125,qld,3419976
4965,Male,59,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K,casey,wunscn,2,grounds jscent,blue hills,edehn,4517,qld,6307131
4966,Male,28,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K,isabells,ngyjen,1,streeton drive,noaddresstwo,west end,2099,vu,8525181
4967,Male,45,Amer-Indian-Eskimo,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,<=50K,j,murgy,505,andreapkace,noaddrestwo,creek diyamond,5041,lqd,8505591
4968,Male,63,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K,jaiden,mouzakitis,611,doherty place,noaddresstwo,wynnum north,2904,nsw,9305022
4969,Female,39,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K,lild,lava,0,noaddressone,the tops,nosuburb,2000,nostate,1216066
4970,Female,33,Black,Divorced,Some-college,United-States,State-gov,Other-service,<=50K,mitchell,burke,37,forbes sfreet,noaddresstwo,gerogrr,5417,nsw,6145745
4971,Male,32,Asian-Pac-Islander,Never-married,Bachelors,South,Private,Other-service,<=50K,annabelle,ball,123,barsdell place,charcdale,anzac village,4311,nsw,8714711
4972,Male,34,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K,isabella,nosurname,23,smalley circuit,noaddresstwo,waramanga,4873,vic,4213996
4973,Male,39,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,abey,rakow,21,beetaloo street,noaddrestwo,tugun,2176,nsw,3013053
4974,Male,29,White,Married-civ-spouse,Masters,United-States,State-gov,Adm-clerical,<=50K,mitchll,sykes,6,forbes street,noaddresstwo,alldgate,4670,nws,6853647
4975,Male,22,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K,cambell,ellis,6,burdekin street,gledden arcade,morningside,2612,nsw,6706113
4976,Female,53,White,Divorced,Bachelors,United-States,Private,Sales,>50K,matthew,sheld,0,curriecrescent,noaddresstwo,ocen reef,2121,niostate,7579714
4977,Male,46,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,<=50K,isabelle,bee,8,ashby circuit,noaddresstwo,coolum beach,5162,qld,5924566
4978,Female,51,White,Married-civ-spouse,Some-college,United-States,Private,Other-service,>50K,anthony,howson,62,croton street,noaddresstwo,albert park,2019,nostate,9620486
4979,Female,44,White,Divorced,Prof-school,United-States,Private,Prof-specialty,<=50K,joshua,hefferan,79,dooland court,noaddresstwo,dubbo,3805,vic,7348022
4980,Female,56,White,Divorced,HS-grad,United-States,State-gov,Adm-clerical,<=50K,nicola,mcdonald,15,tompson street,noaddresstwo,chermside,4871,wa,3772687
4981,Female,27,Black,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K,amelia,maycock,53,calder place,trungley hall,hinchinbrook,5114,vic,7000832
4982,Female,52,Asian-Pac-Islander,Married-spouse-absent,9th,China,Private,Machine-op-inspct,<=50K,sophie,langley,34,perry drive,noaddresstwo,werribee,4017,sa,5846832
4983,Male,39,White,Never-married,Bachelors,United-States,Private,Prof-specialty,>50K,elearnor,ryimll,21,alawa slret,noadrdesstwo,dodgemrerry,2976,nsw,1247019
4984,Male,45,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Exec-managerial,>50K,conner,kisielegki,1276,noaddressone,noaddresstwo,north rockhampton,3199,nyw,5418302
4985,Male,37,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K,aiml,lamont,25,magrath crwscent,noaddresstwo,chermside west,3135,voi,2393410
4986,Male,33,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K,labhlan,higgnns,318,noaddressone,noaddresstwo,slacks creek,4660,nss,8910585
4987,Female,46,White,Married-civ-spouse,5th-6th,Italy,Private,Craft-repair,<=50K,ajfm,fowlems,14,yanda streelt,noaddressto,woolooksre,3074,qln,2365836
4988,Female,35,White,Married-civ-spouse,12th,United-States,Private,Craft-repair,<=50K,damien,thomsmofn,0,limestone avenue,samuel plaza,paradise waters,3000,vivl,1316863
4989,Male,33,Black,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K,brielle,allford,43,melba street,west parade,bonnyrigg,7250,nsw,7568294
4990,Male,48,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K,talia,blackgtt,189,starke street,noaddresstwo,naracoarte,0nan,vic,5550732
4991,Male,32,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K,ryn,mullins,46,murchiso sqtreet,noaddresstwo,hampton east,3550,qld,4292219
4992,Female,20,White,Never-married,Some-college,United-States,Private,Other-service,<=50K,william,roberts,3,langdon avenue,noaddresstwo,bundoora,4034,nostate,5493046
4993,Male,35,Asian-Pac-Islander,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K,jacob,nosurname,3,beaurepaih frescent,broughton park,marcoola,3074,nsw,1507881
4994,Female,19,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K,dillon,liceg,21,kellermann close,bulgamarra station,carloae,6430,vic,5778822
4995,Female,56,White,Separated,11th,United-States,Private,Machine-op-inspct,<=50K,emiuly,mortln,58,bernacchi street,noaddresstwo,invergprdon,4220,nd,4751342
